"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"s6600",604,12232,1886.43433540055,752.902335541021,13.707977799634,3.67961270769632,0.949643999899332,19.8586066804525,73.5417088704205
"s6531",896,1065.07407407407,34.794014105806,1035.67611416453,15.9022275223513,3.77324485704315,0.907573711904152,10.8194326592774,115.426589858469
"s6563",658,819.036144578313,33.2579692293453,820.076494935668,14.5516113725153,3.05028069281423,0.859955105506287,7.14056734174547,81.0750151287432
"s6520",726,13606,2036.64788954601,860.155002802384,14.4673706039925,3.93189630894618,0.961962875490623,26.2901050723084,90.7128620732922
"s6544",649,11089,1740.14662561938,763.599117922925,13.7342082571248,3.73765273911448,0.948883709342072,19.5632348734386,79.8141161146596
"s6480",792,993.196261682243,36.8536982413312,1015.92264678068,16.6392287558159,3.85592460539563,0.95538568824269,22.4143320968332,100.20464183596
"s6561",614,697.186046511628,18.0554668952667,762.025056907949,14.2001530232383,2.21525236290378,0.622583310317307,2.64959135972692,74.9246978346157
"s6578",928,1635.08474576271,99.0445754480874,1591.30032173994,24.0246641068855,2.64739161320029,0.800502440578045,5.0125926497422,120.161223698369
"s6492",684,15049,2210.12050753297,834.187494726404,14.3637855105205,3.67423844352566,0.943239972347626,17.6180322906903,84.7424431780391
"s6539",371,566.734693877551,45.520484779217,606.305842712269,14.1590859283521,2.73238173301217,0.890690581670332,9.14834252419205,42.3259508358944
"s6521",734,1033.05454545455,50.0208683743265,1057.07960192119,17.9039422897158,3.33364151428619,0.925534776910097,13.4290875459097,91.8490344353566
"s6573",537,765.789473684211,49.3099039783705,727.815886717219,14.0725716630733,3.18983977569514,0.913414016803242,11.5492134301645,64.3353620575018
"s6572",661,1498.375,184.949768842991,994.934149370066,16.6743332922495,3.58583542553768,0.948148823043988,19.2859653089139,81.4979555858679
"s6536",514,840.232558139535,72.7517406448266,744.815167292052,14.5599297062784,2.03596531335388,0.610272920074636,2.56589816697241,61.2162638151042
"s6605",573,11898,1849.48342724645,737.141229798391,13.5762293415163,3.81636017418352,0.960161941625213,25.1016249484914,69.2615552083881
"s6596",684,684,0,684,13.0327971352887,3.94868633696317,0.960708189987825,25.4505964395671,84.7381162739986
"s6514",660,660,0,660,12.7457063477483,3.97936673298166,0.965394291707298,28.8969666952572,81.3559964058038
"s6558",697,856.276923076923,29.2028389914657,917.19453727626,16.2369207632037,1.86591582472272,0.536021561040848,2.15527256448233,86.5842179008627
"s6473",876,1082.275,36.3943830993636,1101.36197158728,17.0566230508539,3.66279057397479,0.942080244468572,17.2652662433526,112.469281848309
"s6507",790,1030.49462365591,44.1832439429014,1025.47700909844,16.7795612141155,3.35756773341288,0.894960651086337,9.52024179835646,99.9086276509258
"s6549",419,504.105263157895,22.4848810988062,512.243291100451,11.4287814769086,1.91466302990779,0.587379961225304,2.42353716743756,48.5641626706891
"s6565",624,1073.88157894737,78.6109707123544,1018.3203809768,17.9301314981304,2.89202005159223,0.905317491262131,10.5616128399019,76.3218681097341
"s6470",1018,1624.26582278481,99.7897718439024,1381.37922480924,19.291251342373,3.83752817635543,0.942012614387413,17.2451299439674,133.660454819513
"s6579",335,474.216216216216,37.6351887612025,455.953131999634,11.0849324877529,1.0174927907295,0.303265142922892,1.43526621331266,37.7228964422832
"s6476",649,649,0,649,12.5886685662617,3.74795800534437,0.953458641960321,21.4862660248857,79.8142811026788
"s6478",743,17214,2448.67837919804,900.541697222413,14.712838169586,3.75728656048327,0.94392212589515,17.8323450373722,93.1440976821008
"s6535",697,14558,2151.77133915743,845.376553547254,14.4410868623269,3.88641938667721,0.957310820326054,23.4251397576118,86.5854853261497
"s6534",767,1706.42,172.546930016441,1309.78496188992,19.9749648709265,2.84104067827341,0.795416260478883,4.88797400194544,96.5894494327306
"s6533",1032,19177,2632.91340846067,1159.6552328658,16.7826270913809,3.56258570864251,0.900315811022341,10.031681154813,135.790620076644
"s6543",840,1010.40540540541,32.0682416946475,1035.70111221989,16.6121895181279,3.88936620860791,0.958975328761598,24.3755762036169,107.185905927903
"s6545",856,977.243093922652,21.9851498217817,1062.15144485334,16.9026401412369,3.42292522858474,0.903599113487229,10.373348588112,109.525307334548
"s6577",1021,1445.125,58.2840848284564,1494.34344427911,21.3707233286616,2.18090182181779,0.715476475496464,3.514647872245,134.121807293373
"s6559",566,927.681818181818,68.6577536653724,936.280864071443,17.0377680994951,1.90168237341743,0.559416535924999,2.26971750312846,68.296246542545
"s6491",540,540,0,540,11.4907370101764,3.57139415823471,0.94233796477396,17.3424333026039,64.7415907443965
"s6528",1004,1094.09259259259,19.9530824540465,1087.75127573315,16.1879629561109,3.97783197157793,0.95623745208113,22.8505890894164,131.54775074098
"s6590",667,864.4,38.1395720065568,897.125969406332,15.7040366688804,3.52317890795808,0.929626652445949,14.2099251315555,82.3461283168745
"s6510",562,895.915254237288,66.6646219494043,833.855977801211,15.3040402070349,1.91614825645753,0.578747017927522,2.37387043548085,67.7509641121681
"s6474",620,620,0,620,12.4434203367651,3.74439212642912,0.946728722756807,18.7718420084958,75.760282588165
"s6595",598,708.184210526316,22.871407506327,762.743867562581,14.4263004595225,2.09547548663431,0.597096419415303,2.48198340294914,72.7051136349786
"s6512",832,24485,3211.4412887443,1014.42525812498,15.4735837392672,3.22597380838906,0.858331067601013,7.05871063659647,106.019746018016
"s6537",665,824.012820512821,33.5145559128249,814.351542971654,13.9293481271261,3.74895488047778,0.951210224958379,20.4960977816957,82.0621330351274
"s6550",698,833.842696629213,28.5843207261879,844.53593878414,14.7352086924416,3.40307313425452,0.913429199951108,11.55123897937,86.7272058197158
"s6566",679,679,0,679,13.0213374227411,3.96238236454511,0.96274210038084,26.8399456282218,84.0351762988812
"s6540",896,1038.54918032787,27.2898897553268,1039.13752473611,15.9242389126892,3.69841711455371,0.942498667650411,17.3909013780818,115.419672719735
"s6513",786,960.96261682243,33.0578724867691,972.317775763352,15.756367095186,3.40720522568124,0.901139598813724,10.1152735372353,99.3302217799798
"s6570",690,690,0,690,13.0737041090287,3.94800111894556,0.96426015580983,27.9799764844815,85.5930844807511
"s6601",1402,1615.80102040816,32.8406179565727,1627.77740391758,19.9089736247487,4.0458359343603,0.954514177959039,21.984872541151,193.471519107663
"s6526",1052,1518,88.8230594398599,1260.03844386359,17.6903224854075,4.0165333610183,0.943927332952295,17.8340009964074,138.81873130924
"s6506",704,1565.06382978723,163.532806272313,1183.6450663435,19.27264228445,3.48724328656497,0.937961855666802,16.119115275743,87.5777496126505
"s6525",869,1025,31.6214587748931,1005.96515351033,15.7734850129556,3.54520465374732,0.912744723110017,11.4606249116699,111.441184650411
"s6567",643,643,0,643,12.5826660001089,3.67412657939642,0.939600837025129,16.556520831523,78.9742383077814
"s6569",566,566,0,566,11.8917377856156,3.63083086364348,0.938775953478556,16.3334515899687,68.2961774779891
"s6484",680,18635,2612.16751671166,877.292063345128,14.5902962930926,3.68604145508619,0.939888597507879,16.6357788795739,84.1794546090524
"s6509",725,725,0,725,13.3209712807313,3.57914962727402,0.921555385593009,12.7478477338385,90.5646636847157
"s6483",640,735.625,21.4667534154722,759.339171203767,13.8943762676716,2.59968560144203,0.722432169091993,3.60272296947633,78.5510342961734
"s6586",706,706,0,706,13.0581614608085,3.84566894818683,0.957004138477754,23.2580523937776,87.8581302905228
"s6554",761,1113.04597701149,61.3781374578341,1058.58632117088,17.0742650166514,2.55941370072211,0.725188847334308,3.63886250721601,95.7277849041106
"s6469",689,15395,2249.31109039136,842.800661640349,14.1759667087357,3.62209459577583,0.939590537494413,16.553698022185,85.4514928416318
"s6475",713,16644,2388.27414529815,871.089120243701,14.6312768925191,3.73026655940835,0.942522508777274,17.3981149616463,88.8587958054458
"s6587",674,14369,2132.43175554234,825.47182658473,14.120848984091,3.76771549114589,0.953655787599932,21.5776673766181,83.3311859340886
"s6485",663,12753,1942.31798764713,799.696192995244,14.0350693090576,3.82197928291838,0.95494643849496,22.1958035412613,81.7804554257846
"s6486",687,687,0,687,13.0311462070748,3.8764033866723,0.956556019770911,23.0181487682942,85.1644564059678
"s5929",437,593.333333333333,36.2299632424636,601.512664061909,13.0446283232094,1.63547206662779,0.478685680877941,1.91822852992815,50.9300585228039
"s5858",656,14022,2093.9335001198,817.326121914927,14.2928992876044,3.95515965828376,0.966901796155978,30.2131198633193,80.7977322131689
"s5882",692,692,0,692,12.9400574459777,3.30193107879728,0.891387103265126,9.20700975723918,85.8716149297758
"s5807",925,1007.05780346821,16.7653275229347,1045.62001697641,15.7785179101876,3.29057980218546,0.854979960508972,6.89559872904232,119.717307125448
"s5819",724,1555.47727272727,162.569943922155,1182.08250070974,19.8194481240337,3.49201609397391,0.930804676690617,14.4518437399135,90.42417328041
"s5896",1165,1515.50980392157,51.4886852584055,1545.58906474446,20.6557771521586,3.85486396876542,0.945246835930422,18.2637846961546,156.145983737909
"s5810",575,575,0,575,11.9673468782495,3.75184887422786,0.951117172614882,20.4570818320635,69.5324505110963
"s5900",540,540,0,540,11.5370578443425,3.240919976883,0.895227036797571,9.54444705422642,64.7440608167484
"s5904",630,767.183908045977,28.9797542828058,786.381887761865,14.2834105930289,3.02489176648442,0.856817842540556,6.9841104348721,77.1566984338012
"s5939",590,1402.90322580645,182.322270900119,930.291667851338,16.3472031980751,1.86905880538491,0.529618395702369,2.12593347797516,71.6010637321369
"s5899",760,1433.44827586207,121.902825598304,1167.34726646149,18.7403276179478,2.49386531859557,0.696900836808466,3.29925028320874,95.586043880122
"s5934",605,12233,1886.43457806356,748.98834041843,13.7019369731101,3.79317065328342,0.958979633608947,24.3781342776624,73.6799831227968
"s5808",684,1312.55813953488,128.119213741548,989.534279253309,16.8490949088933,3.51562325672336,0.935685199220878,15.5485205253815,84.741295025522
"s5867",760,989.026785714286,40.2684678203137,1014.80689136163,16.7388634820963,3.23316412934074,0.902202236329155,10.2251826878749,95.5842193826753
"s5937",565,565,0,565,11.8691986294861,3.75009633965756,0.956041732620476,22.7488492975907,68.1592199680223
"s5869",701,1244.72549019608,106.107907262723,1030.89852935389,17.014523022922,3.71964146382372,0.952692217694608,21.1381711690601,87.1501448679027
"s5916",662,764.2,22.0655151356534,798.627883109523,14.3115651188451,3.60656200026891,0.947683714153375,19.1145067700658,81.6364734907745
"s5831",870,1038.16541353383,30.2539337078781,1071.54595234891,16.8241091766558,3.90192419443373,0.961720103456426,26.1233725870103,111.586601999346
"s5876",975,1453,89.7025484057566,1224.48938079367,17.5345100252539,4.02948306515499,0.950307366415423,20.1237070339209,127.188309422613
"s5890",273,403.285714285714,36.2777682270606,421.007754036806,11.7678544811539,0.890796136189604,0.272859801125446,1.37525060717008,29.9646326381968
"s5845",913,1101.95419847328,33.2073654364545,1143.06589537511,17.5548492060157,3.86673175007922,0.955553564690138,22.4989921695276,117.947349716801
"s5825",701,870.6875,33.2619728103296,880.095756596322,14.5776477416632,3.22766464923313,0.876174685571791,8.07589308064934,87.1515127536178
"s5818",806,986.009615384615,34.0610790036403,979.835113949035,15.6606490189121,3.68176069959642,0.943967469637659,17.8467756771538,102.229386671821
"s5877",980,1181.97637795276,35.2517716627839,1187.02754410277,17.3323624147821,3.7990285434208,0.948669219585006,19.4814883373153,127.943215305841
"s5817",726,877.223300970874,29.8467452397982,895.253954900735,15.2517489349342,3.65951006182634,0.936714234061448,15.8013415049912,90.7075164397898
"s5840",709,900.523255813953,37.732164423208,909.538904720848,15.7886842930201,3.78625777954872,0.954255797001334,21.8606934747375,88.2898366794146
"s5834",581,581,0,581,12.0348032311456,3.53655592954635,0.931481777241447,14.5946575923873,70.3588493242202
"s5927",686,13247,1998.73384472112,814.594067186311,14.2260021021734,3.79857435919319,0.954424682196894,21.9417010830335,85.0259861450967
"s5805",478,814.142857142857,71.3584535657939,754.792167659635,15.2264502959246,1.12754281723462,0.320199894401952,1.47102065999278,56.3756799089113
"s5863",769,917.876712328767,26.9422022077209,1019.33730865013,17.0757189307389,3.7066385740447,0.950357158033491,20.1438910502874,96.8757941926688
"s5907",654,786.336633663366,27.0883834037287,834.709839725974,14.885406687963,3.55742451888417,0.9292967861676,14.143628638586,80.5174632629245
"s5829",530,530,0,530,11.4780348064844,3.76977745637259,0.947851613078848,19.176048561425,63.3814133612773
"s5924",647,1249.7,116.845072290566,1009.17549945128,17.8086606062877,1.90330036361723,0.555897880098507,2.25173435385044,79.5316107170994
"s5935",427,530.178571428571,26.2270087021434,558.908338367454,12.4206910911352,2.8894157238177,0.866803338378829,7.50769567216433,49.6139697220652
"s5872",918,1018.23636363636,21.5010552900685,1012.67110625635,15.50347323253,3.91902750000056,0.957935940372421,23.7732641322227,118.679405523804
"s5811",615,16905,2428.4651483382,808.174664543168,14.7061614635616,2.29272096473605,0.652035108239177,2.87385314920609,75.06635117305
"s5836",836,836,0,836,14.3311401830897,3.95851025157919,0.958998307610448,24.3892371685327,106.600190423588
"s5926",531,531,0,531,11.4937139947711,3.59991551579878,0.940124884331608,16.7014291135289,63.5178643507382
"s5912",307,500.885714285714,50.3331988880064,501.830550323239,12.9461506298706,0.882822603544881,0.274575185160103,1.37850260915144,34.1916039418554
"s5853",435,593.769230769231,37.7084904274073,581.057235998383,12.6074395795614,1.43359194302388,0.457706549215355,1.8440200569509,50.6661826930961
"s5854",996,1074.17721518987,15.2047042056066,1148.20464965176,16.7854163956931,3.10171423990926,0.819779762734208,5.54876641586695,130.340776028074
"s5862",861,1028.40952380952,32.1133158268161,1040.94867850638,16.3970400495665,3.96291314691016,0.956432248860122,22.9527568863816,110.270816506651
"s5887",342,534.972972972973,49.2328202341422,507.528162884396,12.2273435163518,1.00072135164996,0.301675926427853,1.4319998949552,38.6125889070433
"s5923",666,666,0,666,12.8510174168682,3.86005627067833,0.957051473796476,23.2836860399169,82.1994622215021
"s5888",594,12375,1904.99472463545,733.666149608207,13.4286585756596,2.66597648083117,0.749228921488671,3.9877006787879,72.1555067206348
"s5940",570,707.238095238095,31.7259574323646,708.437489041852,13.5667388886285,3.73469961644985,0.958145843640144,23.8924897064495,68.8487309603282
"s5855",737,1508.37254901961,143.908370735102,1145.97214366696,18.0322661006852,2.06843344101168,0.583835353819306,2.40289512618958,92.280786328559
"s5874",928,996.601351351351,15.256244200474,1022.84911841267,15.6641898696239,3.93485513358881,0.95102940404878,20.4204172029295,120.164054354748
"s5913",674,815.185567010309,28.7714538883615,852.925159396048,14.8104796175604,3.94950260566112,0.966998566042619,30.3017135949733,83.3329626036423
"s5880",676,867.10989010989,37.0605718386037,873.453634327017,15.1919772848799,2.30924783483535,0.648620686921488,2.84592735764317,83.6146601659198
"s5857",693,693,0,693,13.0677002860025,3.67858081444462,0.930211288805015,14.3289649984519,86.0129826703491
"s5846",660,1292.5,129.954403120976,997.574965938784,16.580635618104,2.96820854534914,0.826384570371835,5.75985672553248,81.357555895868
"s5820",694,867.10989010989,34.2930911588802,872.778081906189,15.1704606550991,3.612529325814,0.931644618666604,14.6294261035954,86.1560469768979
"s5830",911,1148.3515625,39.8755789030562,1154.40755079163,17.4472119295991,3.63997095381954,0.930463654367736,14.3809685554717,117.640436069645
"s5897",517,790,58.7634520352143,748.111165137772,14.426219178715,2.08864439105449,0.628248631504634,2.68996992276699,61.621325108632
"s5906",688,1256.46774193548,102.831523800343,1133.05066193949,18.9523022015062,2.29794346174295,0.644655140963589,2.81416763059891,85.3089552960453
"s5864",826,1325.6914893617,79.9477394612807,1299.47298980257,20.6381119548116,3.53753959228563,0.939586023506752,16.5524611695069,105.139189729454
"s5902",544,711.060606060606,36.5761472942024,711.321470373352,13.8754643248092,2.02348269057378,0.584010984077914,2.40390962675634,65.290453867147
"s5841",961,1160.23913043478,34.1082853312046,1178.90122639367,17.4868821890872,3.87010924260638,0.958744474229929,24.2391772092129,125.088445626278
"s5826",601,601,0,601,12.1100060386541,3.35615480717677,0.892740976756287,9.32322493491113,73.1216805684191
"s5933",689,836.875,29.8985702340986,843.708154742331,14.4942484013222,3.74688310366726,0.955639560864881,22.5426082224765,85.4519387635559
"s5898",634,1345.24390243902,145.411243071621,1025.59918938486,17.230791912037,2.28686481952298,0.662658471149666,2.96435485843685,77.7148910207279
"s5915",320,423.837209302326,28.4174788187005,431.055849258079,10.9255128736547,0.987244405180717,0.296230844855942,1.42092047184891,35.8255374824265
"s5889",630,630,0,630,12.4721912892465,3.81250693707339,0.955753896282931,22.6008600982019,77.153643069647
"s5822",705,705,0,705,13.1042735706945,3.83943337469791,0.95570302492636,22.574904908012,87.7192819929001
"s5809",784,979.098039215686,36.464985856824,974.132549960936,15.99466047451,3.61727618821482,0.9390041616848,16.3945611310798,99.0405662347201
"s5910",569,829.269230769231,49.6552226851978,863.604415225349,16.2791882672462,2.90798104110607,0.905625597856733,10.596093615321,68.7106083841686
"s5925",534,534,0,534,11.5334556508852,3.70738170882261,0.951601727570231,20.661894522188,63.9276962040385
"s5941",548,548,0,548,11.6194997191199,3.86197281016988,0.963539361609302,27.4268373823952,65.8336231474336
"s5847",757,890.690909090909,26.6980329585605,919.020933989967,14.912496356618,3.96436149454354,0.963304255015063,27.2511159103184,95.1530480328251
"s5879",937,1201.78064516129,41.16694051266,1273.4727821442,19.0133890417796,3.68523641232673,0.944993485673302,18.1796649404241,121.505005106763
"s5814",619,619,0,619,12.3941723759717,3.83303358060894,0.955468662618778,22.4560962865149,75.6197060568311
"s5930",529,817.444444444444,60.7579269398439,782.753255700547,15.2611664857856,1.93534062156054,0.578164889396122,2.37059451634657,63.2482333161423
"s5812",687,13407,2017.65693767849,830.686453504241,14.4523923179554,3.76763601905311,0.94808783925948,19.263309130946,85.1681870613111
"s5861",680,8936,1459.65367644675,773.666236747083,13.6849194748881,3.85968129728128,0.959385025025309,24.6214604495791,84.1804190922786
"s5878",1004,1096,17.9723271190236,1150.00255675339,16.9035040255334,3.95831398979443,0.955590348949858,22.5176279559351,131.546654871311
"s5932",579,716.042253521127,30.6312794221744,713.675794695005,13.5284162025211,2.4393865548084,0.677397943573792,3.09979425140069,70.08620871325
"s5936",500,670.660377358491,39.7391921263203,649.361108958862,13.0732985488045,2.443142604691,0.815180587549347,5.41068704169267,59.3248544811084
"s5852",670,12146,1867.94832648988,793.920868269307,13.8875775878812,3.67166619202775,0.936926674489807,15.8545627951454,82.7667348917383
"s5914",348,488.622222222222,35.7281888149047,500.488762338979,11.939324676622,1.05923537929435,0.316341382768339,1.46271834332945,39.3778266178963
"s5905",706,706,0,706,12.9737695710943,3.81581042317612,0.953746280082903,21.6198827206193,87.8557842460479
"s5918",629,759.172413793103,27.8309658124807,789.354485465342,14.3675155596634,3.73386700874705,0.95527139125488,22.3570557648766,77.0173562202056
"s5873",879,981.5,18.9275945267451,1079.48332398504,16.8614557829544,3.72089556192155,0.949098940475342,19.6459564759269,112.910094597364
"s5901",520,10960,1740.11292117619,669.46872348552,12.9362811011548,2.64174670892342,0.751947230224974,4.03140025772322,62.0270162843392
"s5848",1112,1559.69375,61.7534835001645,1594.72189683575,21.5284375131468,3.6418338872341,0.931987694016028,14.703221505762,147.981174984149
"s5843",492,646.967213114754,35.2611792867785,651.169615381631,13.3093540015714,2.09621171777008,0.6352430110626,2.7415513076615,58.2527722685834
"s5881",697,1179.80821917808,84.5622130197778,1165.26644017166,19.7484586582751,2.29908025421197,0.665573541748156,2.99019403317347,86.581955065476
"s5816",696,841.35,29.1821607095342,862.389518422563,14.5278386916363,3.72292509747712,0.944988646492083,18.1780657306694,86.4429839865029
"s5870",881,1168.81395348837,46.2943463579058,1206.06895684113,18.8669614031245,3.58930066979593,0.941491184285306,17.091441482533,113.205384664786
"s5856",833,1015.23076923077,33.29337568948,1044.11659861308,16.48373885105,3.22155069495746,0.854434679526972,6.8697681339924,106.168875065902
"s5884",679,844.06976744186,33.5705444708854,868.483332817002,15.0274022982086,3.82595762160643,0.953465529875501,21.4894463679199,84.0380635582722
"s5875",1010,1316.52293577982,51.1593548882925,1283.54971486996,18.442989441472,3.87822857193165,0.946319029853233,18.6285754014122,132.451650241887
"s5866",956,1020.97093023256,14.2370025005929,1056.55668907503,15.880405750944,3.84754322292753,0.950035302642774,20.0141310343669,124.341848897826
